"Title","Desc","Type","BodyPart","Equipment","Level","Rating","RatingDesc","Title_Original","BodyPart_Original","Equipment_Original","HasRating","RatingCategory","ComplexityScore","DescLength","ShortDesc"
"Head-on-bench dumbbell rear delt raise","The head-on-bench dumbbell rear delt raise is an exercise targeting the posterior shoulder muscles, or rear deltoids. This variation of the bent-over rear delt raise often helps to better isolate this area of the shoulder. Because it targets such small muscles, this exercise is usually performed with light weight for high reps, such as 10-15 reps per set or more.","Strength","Shoulders","Dumbbell","Intermediate",8.2,"Average","Head-on-bench dumbbell rear delt raise","Shoulders","Dumbbell",TRUE,"Bardzo dobre (8.0-8.9)",3,365,"The head-on-bench dumbbell rear delt raise is an exercise targeting the posterior shoulder muscles, or rear deltoids. Th..."
"Cuban press","The Cuban press is an exercise that targets the muscles of the shoulders, rotator cuff, and upper back. It combines a shoulder external rotation with a dumbbell press, training multiple muscles and motions in a single sequence. It can be performed standing, or as a more difficult variation face-down on an incline bench. It is usually performed with relatively light weight as part of a dynamic warm-up for upper-body lifting.","Strength","Shoulders","Dumbbell","Intermediate",8,"Average","Cuban press","Shoulders","Dumbbell",TRUE,"Bardzo dobre (8.0-8.9)",3,427,"The Cuban press is an exercise that targets the muscles of the shoulders, rotator cuff, and upper back. It combines a sh..."
"Single-arm side lying rear fly","The single-arm side lying rear fly is an upper-body exercise that targets the rear deltoid of the shoulder. By performing the movement lying on a bench, it eliminates momentum from the rest of the body. This movement is usually performed for moderate to high reps, such as 8-12 reps per set or more, as part of the upper-body or shoulder-focused portion of a workout.","Strength","Shoulders","Dumbbell","Intermediate",7.9,"Average","Single-arm side lying rear fly","Shoulders","Dumbbell",TRUE,"Dobre (7.0-7.9)",3,367,"The single-arm side lying rear fly is an upper-body exercise that targets the rear deltoid of the shoulder. By performin..."
"Single-arm dumbbell upright row","The single-arm dumbbell upright row is a popular movement for building stronger and bigger traps and shoulders. Many lifters combine this move with either their back or shoulder workout, since it involves both body parts. It is generally performed for moderate to high reps, such as 8-12 reps per set or more.","Strength","Shoulders","Dumbbell","Intermediate",7.8,"Average","Single-arm dumbbell upright row","Shoulders","Dumbbell",TRUE,"Dobre (7.0-7.9)",3,309,"The single-arm dumbbell upright row is a popular movement for building stronger and bigger traps and shoulders. Many lif..."
"Single-arm half-kneeling shoulder press","The single-arm half-kneeling shoulder press is a popular exercise to target the deltoid muscles while also developing strength and stability in the core and hips. Balance can be a challenge, which is one reason why this movement is generally trained lighter than standing single-arm shoulder presses. The half-kneeling press can be used as an accessory lift for the shoulder press or bench press, or simply as a technique to make shoulder presses stricter and more athletic.","Strength","Shoulders","Dumbbell","Intermediate",NA,"Average","Single-arm half-kneeling shoulder press","Shoulders","Dumbbell",FALSE,"Nie oceniono",3,474,"The single-arm half-kneeling shoulder press is a popular exercise to target the deltoid muscles while also developing st..."
"Dumbbell shoulder press with body rotation","The dumbbell shoulder press with body rotation is a twist on the traditional dumbbell shoulder press. Rather than pressing straight overhead, you twist your torso and hips to the side during each rep. It hits the deltoid muscles just like a shoulder press, but adds a challenge to the core, hips, and back muscles. Due to the potential balance challenge of twisting and pressing at the same time, it is commonly performed with light to moderate weights.","Strength","Shoulders","Dumbbell","Intermediate",NA,"","Dumbbell shoulder press with body rotation","Shoulders","Dumbbell",FALSE,"Nie oceniono",3,453,"The dumbbell shoulder press with body rotation is a twist on the traditional dumbbell shoulder press. Rather than pressi..."
"Paul Carter Rear-Delt Fly","The seated rear delt fly is an upper-body exercise that targets the real deltoid of the shoulder. By performing the movement seated, it eliminates momentum from the rest of the body. This movement is usually performed for moderate to high reps, such as 8-12 reps per set or more, as part of the upper-body or shoulder-focused portion of a workout.","Strength","Shoulders","Dumbbell","Intermediate",NA,"","Paul Carter Rear-Delt Fly","Shoulders","Dumbbell",FALSE,"Nie oceniono",3,347,"The seated rear delt fly is an upper-body exercise that targets the real deltoid of the shoulder. By performing the move..."
"Dumbbell Shoulder Press","The standing dumbbell shoulder press is a classic deltoid-builder (especially the front deltoids) that’s ubiquitous in gyms around the world. Performing the move standing up as opposed to seated allows for more weight to be used.","Strength","Shoulders","Dumbbell","Intermediate",NA,"","FYR Dumbbell Shoulder Press","Shoulders","Dumbbell",FALSE,"Nie oceniono",3,229,"The standing dumbbell shoulder press is a classic deltoid-builder (especially the front deltoids) that’s ubiquitous in g..."
"Single-Arm Dumbbell Press","The single-arm standing shoulder press builds shoulder muscle but with two major differences from the standard seated dumbbell shoulder press. It’s done one arm at a time, as well as standing, which may allow more weight to be used.","Strength","Shoulders","Dumbbell","Intermediate",NA,"","FYR Single-Arm Dumbbell Press","Shoulders","Dumbbell",FALSE,"Nie oceniono",3,232,"The single-arm standing shoulder press builds shoulder muscle but with two major differences from the standard seated du..."
"Dumbbell Tempo L-Raise","The dumbbell lateral raise is an upper body isolation exercise for building shoulder strength and muscle. It's a staple strength training move and is a great option for accessory work on upper body training days. This exercise particularly focuses on the lateral or medial head of the deltoid, making them appear wider and more developed.","Strength","Shoulders","Dumbbell","Intermediate",NA,"","FYR Dumbbell Tempo L-Raise","Shoulders","Dumbbell",FALSE,"Nie oceniono",3,338,"The dumbbell lateral raise is an upper body isolation exercise for building shoulder strength and muscle. It's a staple ..."
"Dumbbell seesaw shoulder press","The dumbbell seesaw shoulder press is an exercise targeting the deltoids and triceps. The difference between this movement and the alternating shoulder press is that both dumbbells keep moving throughout each rep, rather than having one weight be stationary while the other moves. This piston-style pressing increases time under tension and may allow you to complete more total reps than with alternating reps.","Strength","Shoulders","Dumbbell","Intermediate",NA,"","Dumbbell seesaw shoulder press","Shoulders","Dumbbell",FALSE,"Nie oceniono",3,410,"The dumbbell seesaw shoulder press is an exercise targeting the deltoids and triceps. The difference between this moveme..."
"Dumbbell Arnold Press","Named after the iconic bodybuilder/movie star, the Arnold press adds rotation to a classic shoulder press, hitting all three heads of the deltoids in one motion.","Strength","Shoulders","Dumbbell","Intermediate",NA,"","FYR Dumbbell Arnold Press","Shoulders","Dumbbell",FALSE,"Nie oceniono",3,161,"Named after the iconic bodybuilder/movie star, the Arnold press adds rotation to a classic shoulder press, hitting all t..."
"Dumbbell Thruster","The dumbbell thruster, which begins with a squat and ends with an overhead press, works the entire body at once in a single fluid motion. This exercise is often performed with kettlebells, but dumbbells work great, too.","Strength","Shoulders","Dumbbell","Intermediate",NA,"","FYR Dumbbell Thruster","Shoulders","Dumbbell",FALSE,"Nie oceniono",3,219,"The dumbbell thruster, which begins with a squat and ends with an overhead press, works the entire body at once in a sin..."
"Dumbbell hang snatch","The dumbbell hang snatch is an explosive exercise that builds full-body power and targets the muscles of the hips, back, and shoulders. Performing the movement from the hang position, rather than from the ground, emphasizes explosive hip and upper-body power. It can be performed for low reps with a focus on power and speed, or for higher reps to build muscle or as part of a metabolic conditioning circuit.","Strength","Shoulders","Dumbbell","Intermediate",NA,"","Dumbbell hang snatch","Shoulders","Dumbbell",FALSE,"Nie oceniono",3,408,"The dumbbell hang snatch is an explosive exercise that builds full-body power and targets the muscles of the hips, back,..."
